sentence	label
that the allylation with allylstannes requires Lewis acid ( e.g. , BF3 ) catalysts , while the reaction with allylboronate proceeds without catalysts. The regio- and stereochemistry16 of the Lewis acid - catalyzed process of allyl-stannanes of carbonyls is determined by a Type II ( open ) TS , while the allylation by allylboronates is determined by a Type I ( six - membered ring ) TS ( see below the mechanistic rationalization of the reaction ). Farnesyl-Bpin 2c also reacted easily with 1a to give natural product , farnesyl-BQ 3c. Interestingly , Baran and co-workers7b reported a sluggish reactivity for the AgNO3 - catalyzed process using K2S2O8 as oxidant in CH2Cl2 / water ( 1 : 1 ) mixture. Under our conditions , using 1a as oxidant without any catalyst in chloroform the reaction gives 3c smoothly. Baran and co- workers employed farnesyl-BF3K instead of farnesyl-Bpin 2c and obtained 3c with essentially the same E / Z selectivity as we did ( entry 3 ) but in somewhat lower yield. Naphthoquinone 1b can be simply isoprenylated with 2d to obtain 3d .	0
that the allylation with allylstannes requires Lewis acid ( e.g. , BF3 ) catalysts , while the reaction with allylboronate proceeds without catalysts. The regio- and stereochemistry16 of the Lewis acid - catalyzed process of allyl-stannanes of carbonyls is determined by a Type II ( open ) TS , while the allylation by allylboronates is determined by a Type I ( six - membered ring ) TS ( see below the mechanistic rationalization of the reaction ). Farnesyl-Bpin 2c also reacted easily with 1a to give natural product , farnesyl-BQ 3c. Interestingly , Baran and co-workers7b reported a sluggish reactivity for the AgNO3 - catalyzed process using K2S2O8 as oxidant in CH2Cl2 / water ( 1 : 1 ) mixture. Under our conditions , using 1a as oxidant without any catalyst in chloroform the reaction gives 3c smoothly. Baran and co- workers employed farnesyl-BF3K instead of farnesyl-Bpin 2c and obtained 3c with essentially the same E / Z selectivity as we did ( entry 3 ) but in somewhat lower yield. Naphthoquinone 1b can be simply isoprenylated with 2d to obtain 3d .	0
that the allylation with allylstannes requires Lewis acid ( e.g. , BF3 ) catalysts , while the reaction with allylboronate proceeds without catalysts. The regio- and stereochemistry16 of the Lewis acid - catalyzed process of allyl-stannanes of carbonyls is determined by a Type II ( open ) TS , while the allylation by allylboronates is determined by a Type I ( six - membered ring ) TS ( see below the mechanistic rationalization of the reaction ). Farnesyl-Bpin 2c also reacted easily with 1a to give natural product , farnesyl-BQ 3c. Interestingly , Baran and co-workers7b reported a sluggish reactivity for the AgNO3 - catalyzed process using K2S2O8 as oxidant in CH2Cl2 / water ( 1 : 1 ) mixture. Under our conditions , using 1a as oxidant without any catalyst in chloroform the reaction gives 3c smoothly. Baran and co- workers employed farnesyl-BF3K instead of farnesyl-Bpin 2c and obtained 3c with essentially the same E / Z selectivity as we did ( entry 3 ) but in somewhat lower yield. Naphthoquinone 1b can be simply isoprenylated with 2d to obtain 3d .	0
Transition - metal - catalyzed decarboxylative coupling reactions have attracted much attention in the past decade due to their potential advantages , such as high selectivity , eﬃciency , and convenience as well as the nontoxic byproduct ( CO2 ). Thus far , notable progress has been made in the area of decarboxylative couplings for various C − C bond and C − heteroatom bond forming reactions.1 However , examples involving a decarbox- ylative coupling reaction between carboxylic acids remain much underdeveloped : 2 almost all of these reactions are restricted to Pd - catalyzed decarboxylative hetero- or homocouplings be- tween aromatic carboxylic acids. Herein , we report the ﬁrst example of a decarboxylative cross-coupling reaction between α-oxocarboxylic acids and acrylic acids to α,β-unsaturated carbonyl compounds facilitated by an iron catalyst through the extrusion of two molecules of CO2 in aqueous media ( Scheme 1 ) .	0
of the crude reaction mixture revealed the formation of a complex mixture of products. The same outcome was observed in ethanol / water and in acetic acid under reﬂux ( entries 2 and 3 ). Performing reactions under microwave irradiation often reduces reaction times signiﬁcantly and may lead to higher selectivities.54 This prompted us to investigate the projected reaction of hydrazine and 10a in a microwave reactor using various solvents such as ethanol , ethanol / water , ethyl acetate , and toluene ( entries 4 − 8 ). In all cases , the results were very similar to those observed under conventional heating	0
of the crude reaction mixture revealed the formation of a complex mixture of products. The same outcome was observed in ethanol / water and in acetic acid under reﬂux ( entries 2 and 3 ). Performing reactions under microwave irradiation often reduces reaction times signiﬁcantly and may lead to higher selectivities.54 This prompted us to investigate the projected reaction of hydrazine and 10a in a microwave reactor using various solvents such as ethanol , ethanol / water , ethyl acetate , and toluene ( entries 4 − 8 ). In all cases , the results were very similar to those observed under conventional heating	0
of the crude reaction mixture revealed the formation of a complex mixture of products. The same outcome was observed in ethanol / water and in acetic acid under reﬂux ( entries 2 and 3 ). Performing reactions under microwave irradiation often reduces reaction times signiﬁcantly and may lead to higher selectivities.54 This prompted us to investigate the projected reaction of hydrazine and 10a in a microwave reactor using various solvents such as ethanol , ethanol / water , ethyl acetate , and toluene ( entries 4 − 8 ). In all cases , the results were very similar to those observed under conventional heating	0
of the crude reaction mixture revealed the formation of a complex mixture of products. The same outcome was observed in ethanol / water and in acetic acid under reﬂux ( entries 2 and 3 ). Performing reactions under microwave irradiation often reduces reaction times signiﬁcantly and may lead to higher selectivities.54 This prompted us to investigate the projected reaction of hydrazine and 10a in a microwave reactor using various solvents such as ethanol , ethanol / water , ethyl acetate , and toluene ( entries 4 − 8 ). In all cases , the results were very similar to those observed under conventional heating	0
Synthesis of meta derivative 3 started from the commercially available 3-pyridineboronic acid that was arylated in a Suzuki coupling to aﬀord bromide 749,50 and subsequently reacted in another Suzuki coupling with pyrroleboronic acid to give 3-Boc derivative. Boc deprotection under basic conditions gave the target compound in an overall yield of ∼ 20 % ( Scheme 2 ) .	0
Synthesis of meta derivative 3 started from the commercially available 3-pyridineboronic acid that was arylated in a Suzuki coupling to aﬀord bromide 749,50 and subsequently reacted in another Suzuki coupling with pyrroleboronic acid to give 3-Boc derivative. Boc deprotection under basic conditions gave the target compound in an overall yield of ∼ 20 % ( Scheme 2 ) .	0
We report here the results of further studies on the palladium- catalyzed reaction of propargyl carbonates with indole bis- nucleophiles , in addition to new studies with oxindole bis- nucleophiles. The reactions are high - yielding and furnish the desired spirocyclic products under mild conditions and at low catalyst loadings. Also described are the results of a study of enantioselective spirocyclization of propargyl carbonates with oxindole and indole substrates in the presence of chiral phosphine ligands .	0
examined to test the scope and limitation of this cascade reaction ; the results are summarized in Table 2. In most cases , the desired β-alkynyl ketones were smoothly generated in good to excellent yields. Both acetylacetone ( 2a ) and benzoylacetone ( 2b ) were found to yield the desired products , with the former providing relatively higher yields of the products. Among the various N-cyclohexyl propargylamines 1 that were examined , electron - donating R1 groups ( −CH3 ) resulted in higher yields than when R1 was an electron - withdrawing group ( −Cl , −Br ) ( Table 2 , entries 6 , 7 , 17 , 18 ). The reaction was aﬀected signiﬁcantly by the steric eﬀect. No product was detected with a tert-butyl group at the ortho and para positions of the hydroxyl of N-cyclohexyl propargylamines ( 1m ) ( Table 2 , entries 10 , 23 ). The structure of product 3j was unambiguously conﬁrmed by the X-ray crystallographic analysis , as shown in Figure 1 in the Supporting Information .	0
examined to test the scope and limitation of this cascade reaction ; the results are summarized in Table 2. In most cases , the desired β-alkynyl ketones were smoothly generated in good to excellent yields. Both acetylacetone ( 2a ) and benzoylacetone ( 2b ) were found to yield the desired products , with the former providing relatively higher yields of the products. Among the various N-cyclohexyl propargylamines 1 that were examined , electron - donating R1 groups ( −CH3 ) resulted in higher yields than when R1 was an electron - withdrawing group ( −Cl , −Br ) ( Table 2 , entries 6 , 7 , 17 , 18 ). The reaction was aﬀected signiﬁcantly by the steric eﬀect. No product was detected with a tert-butyl group at the ortho and para positions of the hydroxyl of N-cyclohexyl propargylamines ( 1m ) ( Table 2 , entries 10 , 23 ). The structure of product 3j was unambiguously conﬁrmed by the X-ray crystallographic analysis , as shown in Figure 1 in the Supporting Information .	0
There are two main strategies toward the preparation of these spiro - systems ( Scheme 1 ). 29 The most common method is based on the reaction between aromatic aldehydes and Fischer ’s base. The second approach is used when the corresponding hydroxyaldehyde is not accessible and it is realized by reacting α-carbonyl compounds and Fischer ’s aldehyde.30	0
Utilizing brine as the solvent , the product was obtained in quantitative yield and excellent selectivities in shorter reaction time ( entry 2 , Table 1 ). Using only 2.5 mol % catalyst loading , a number of solvents were tested , proving that brine aﬀorded the best results ( entries 3 − 10 , Table 1 ). A variety of acid additives were then tested , none of which led to better results ( entries 11 − 15 , Table 1 ). After identifying the optimum reaction medium for catalyst 2 , catalysts 1 and 3 − 5 were also tested ( Table 2 and Supporting Information ). As mentioned before , a clear diﬀerence with our ﬁrst generation catalyst 1 was the diﬀerent reaction medium ( organic solvents for 1 , but brine for 2 ). Catalyst 1 worked in THF , but in brine aﬀorded only traces of the product. In sharp contrast , catalyst 2 aﬀorded the product in excellent yield in brine ( entries 1 and 2 vs entries 3− 5 ). Another key aspect was the reagent ratio , since 1 worked only at 10 : 1 ratio. Catalyst 2 worked equally well at lower reagent ratios ( entries 3 − 5 , Table 2 ). 14 We were happy to ﬁnd out even at almost stoichiometric ratios ( 1.1 : 1 ) , catalyst 2 performed equally well ( entry 5 , Table 2 ). Thus , we were able to establish a green protocol , where a low catalyst loading of 5 mol % could catalyze eﬃciently the Michael reaction between cyclohexanone and nitrostyrene ( in a stoichiometric ratio ) in brine. After the completion of the reaction , the product is just extracted from the reaction mixture and no further puriﬁcation is required. Having already proven that catalyst 2 is more powerful than 1 and provides a green powerful procedure , we tested the other catalysts in two diﬀerent reaction conditions. trans-Fluoro catalyst 3 proved to be a mismatched case , since both in brine and organic solvent led to inferior results ( entries 6 and 7 , Table 2 , see also Supporting Information ). When the ﬂuorine was substituted by the hydroxy group , similar results were observed ( entries 8 − 11 , Table 2 ). Again the cis-hydroxy	0
Utilizing brine as the solvent , the product was obtained in quantitative yield and excellent selectivities in shorter reaction time ( entry 2 , Table 1 ). Using only 2.5 mol % catalyst loading , a number of solvents were tested , proving that brine aﬀorded the best results ( entries 3 − 10 , Table 1 ). A variety of acid additives were then tested , none of which led to better results ( entries 11 − 15 , Table 1 ). After identifying the optimum reaction medium for catalyst 2 , catalysts 1 and 3 − 5 were also tested ( Table 2 and Supporting Information ). As mentioned before , a clear diﬀerence with our ﬁrst generation catalyst 1 was the diﬀerent reaction medium ( organic solvents for 1 , but brine for 2 ). Catalyst 1 worked in THF , but in brine aﬀorded only traces of the product. In sharp contrast , catalyst 2 aﬀorded the product in excellent yield in brine ( entries 1 and 2 vs entries 3− 5 ). Another key aspect was the reagent ratio , since 1 worked only at 10 : 1 ratio. Catalyst 2 worked equally well at lower reagent ratios ( entries 3 − 5 , Table 2 ). 14 We were happy to ﬁnd out even at almost stoichiometric ratios ( 1.1 : 1 ) , catalyst 2 performed equally well ( entry 5 , Table 2 ). Thus , we were able to establish a green protocol , where a low catalyst loading of 5 mol % could catalyze eﬃciently the Michael reaction between cyclohexanone and nitrostyrene ( in a stoichiometric ratio ) in brine. After the completion of the reaction , the product is just extracted from the reaction mixture and no further puriﬁcation is required. Having already proven that catalyst 2 is more powerful than 1 and provides a green powerful procedure , we tested the other catalysts in two diﬀerent reaction conditions. trans-Fluoro catalyst 3 proved to be a mismatched case , since both in brine and organic solvent led to inferior results ( entries 6 and 7 , Table 2 , see also Supporting Information ). When the ﬂuorine was substituted by the hydroxy group , similar results were observed ( entries 8 − 11 , Table 2 ). Again the cis-hydroxy	0
Utilizing brine as the solvent , the product was obtained in quantitative yield and excellent selectivities in shorter reaction time ( entry 2 , Table 1 ). Using only 2.5 mol % catalyst loading , a number of solvents were tested , proving that brine aﬀorded the best results ( entries 3 − 10 , Table 1 ). A variety of acid additives were then tested , none of which led to better results ( entries 11 − 15 , Table 1 ). After identifying the optimum reaction medium for catalyst 2 , catalysts 1 and 3 − 5 were also tested ( Table 2 and Supporting Information ). As mentioned before , a clear diﬀerence with our ﬁrst generation catalyst 1 was the diﬀerent reaction medium ( organic solvents for 1 , but brine for 2 ). Catalyst 1 worked in THF , but in brine aﬀorded only traces of the product. In sharp contrast , catalyst 2 aﬀorded the product in excellent yield in brine ( entries 1 and 2 vs entries 3− 5 ). Another key aspect was the reagent ratio , since 1 worked only at 10 : 1 ratio. Catalyst 2 worked equally well at lower reagent ratios ( entries 3 − 5 , Table 2 ). 14 We were happy to ﬁnd out even at almost stoichiometric ratios ( 1.1 : 1 ) , catalyst 2 performed equally well ( entry 5 , Table 2 ). Thus , we were able to establish a green protocol , where a low catalyst loading of 5 mol % could catalyze eﬃciently the Michael reaction between cyclohexanone and nitrostyrene ( in a stoichiometric ratio ) in brine. After the completion of the reaction , the product is just extracted from the reaction mixture and no further puriﬁcation is required. Having already proven that catalyst 2 is more powerful than 1 and provides a green powerful procedure , we tested the other catalysts in two diﬀerent reaction conditions. trans-Fluoro catalyst 3 proved to be a mismatched case , since both in brine and organic solvent led to inferior results ( entries 6 and 7 , Table 2 , see also Supporting Information ). When the ﬂuorine was substituted by the hydroxy group , similar results were observed ( entries 8 − 11 , Table 2 ). Again the cis-hydroxy	0
ABSTRACT : Tetrahydro[60]fullerene epoxides C60(O)- Arn(NR2)4−n , n = 1 , 2 , have been prepared by treating 1,4- adducts C60(OH)Ph and C60(Tol)2 with cyclic secondary amines. The epoxy moieties in these mixed tetrahydro[60]- fullerene epoxides were hydrolyzed into the corresponding diol derivatives , which were further oxidized into diketone open - cage fullerenes with a 10-membered oriﬁce. A few other reactions also showed that the present tetrahydro[60]fullerene epoxides with both amino and aryl addends exhibit improved chemical reactivity over the tetraamino[60]fullerene epoxide without any aryl group .	0
In continuation of our ongoing research on IBX- and Oxone ·K2SO4 ) - mediated oxidation chemistry,7b,16 ( 2KHSO5 we recently showed that naphthalene undergoes oxidation with Oxone , providing o-carboxycinnamic acid and naphthoquinone in 56 and 31 % yields , respectively.7b This spurred us to comprehensively investigate oxidations of methoxy- and hydroxy-substituted naphthalenes with Oxone in view of environmentally benign , nontoxic , cheap , and easy handling attributes of the latter. It is noteworthy that Oxone is being increasingly employed in various oxidative transforma-	0
considerablely aﬀects their movement in these dendritic molecules. The short T1 of these dendrons and the dendrimer indicated that the mobility of ﬂuorines in the dendrimer is very high. It is noteworthy that these dendritic molecules have signiﬁcantly shorter relaxation times than those of 19F MRI agents reported so far.5,6,8,10,11 As a control , triﬂuoroethanol ( CF3CH2OH ) under the same conditions gave a considerably longer T1 of 2379 ms and T2 of 267 ms. From a sensitivity point of view , shorter relaxation times dramatically enhance the 19F MRI signal by allowing the collection of more transient signals without prolonging the data acquisition time .	0
to couple the piperidines 2 with tetramic acids 3 , as compared with the pyrrolidines used in syntheses of scaﬀolds G. Considerable optimization of these reaction conditions was required , as documented in Table 1 and in a study of similar β-enamino ester syntheses from our lab.14 The highlighted conditions ( entry 11 : EDCI , KHCO3 , HOAt15 ) aﬀorded the scaﬀold with two side chains , 4aa , more eﬃciently than any other set of conditions studied. A major diﬃculty arose when the optimized conditions that gave 4aa without epimerization were applied to make 4as′ and 4 fs′ ; ∼ 15 and 30 % epimerization was observed ( by 13C NMR and analytical HPLC ) , respectively ( reaction 1 ). A series of	0
More recently an N-alkyl triazolium catalyst was modeled for the homocoupling of benzaldehyde.21 The study determined that the rate - limiting step was most likely formation of the Breslow intermediate ( ΔG = 28.8 − 30.9 kcal / mol ) using the B3LYP functional with the 6-31+G(d) and 6-311+G(2d,p) basis sets. However , the possibility of a stepwise proton transfer mediated by the base / conjugate acid was not explored. The attacks on aldehydes ( [II-III] and [V-VI] ) were found to be the second highest barriers at 24.1 and 27.0 kcal / mol , respectively. the Nyulászi group recently reported a study comparing benzoin reactions as catalyzed by thiazolium and triazolium catalysts.22 While Gibbs free energies were not determined , self - consistent ﬁeld ( SCF ) energies at the B3LYP / 6- 311+G** level were shown. The authors note that NHC− aldehyde adducts are signiﬁcantly lower in energy than the Breslow intermediate , though only the energy of the Berkessel adduct ( the keto tautomer of the Breslow intermediate)23 was calculated. Again the rate - limiting step was found to be the proton transfer leading to the Breslow intermediate , though the authors suggest that this could change in a stepwise base- mediated scenario. Although not the focus of the report , the study also found that the barrier for the carbon − carbon bond formation step ( [V-VI] ) with acetaldehyde and its triazolium- derived Breslow intermediate is 3.5 kcal / mol higher in energy than the ejection ( [VI-I] ) step. This is reversed in the same steps with the thiazolium - derived Breslow intermediate ; the ejection step is 2.9 kcal / mol higher in energy than the carbon − carbon bond forming step .	0
More recently an N-alkyl triazolium catalyst was modeled for the homocoupling of benzaldehyde.21 The study determined that the rate - limiting step was most likely formation of the Breslow intermediate ( ΔG = 28.8 − 30.9 kcal / mol ) using the B3LYP functional with the 6-31+G(d) and 6-311+G(2d,p) basis sets. However , the possibility of a stepwise proton transfer mediated by the base / conjugate acid was not explored. The attacks on aldehydes ( [II-III] and [V-VI] ) were found to be the second highest barriers at 24.1 and 27.0 kcal / mol , respectively. the Nyulászi group recently reported a study comparing benzoin reactions as catalyzed by thiazolium and triazolium catalysts.22 While Gibbs free energies were not determined , self - consistent ﬁeld ( SCF ) energies at the B3LYP / 6- 311+G** level were shown. The authors note that NHC− aldehyde adducts are signiﬁcantly lower in energy than the Breslow intermediate , though only the energy of the Berkessel adduct ( the keto tautomer of the Breslow intermediate)23 was calculated. Again the rate - limiting step was found to be the proton transfer leading to the Breslow intermediate , though the authors suggest that this could change in a stepwise base- mediated scenario. Although not the focus of the report , the study also found that the barrier for the carbon − carbon bond formation step ( [V-VI] ) with acetaldehyde and its triazolium- derived Breslow intermediate is 3.5 kcal / mol higher in energy than the ejection ( [VI-I] ) step. This is reversed in the same steps with the thiazolium - derived Breslow intermediate ; the ejection step is 2.9 kcal / mol higher in energy than the carbon − carbon bond forming step .	0
model reaction of 1a and 2a at room temperature , and the results are summarized in Table 1. It was found that the catalyst structures have remarkable eﬀects on the stereochemical results. Using quinine - derived thiourea I , product 3a was obtained with high enantioselectivity ( 98 % ee ) but moderate diastereoselec- tivity ( 5 : 1 dr ) ( entry 1 ). However , the use of cinchonine- derived thiourea II provided product 3a with poor diastereo-	0
model reaction of 1a and 2a at room temperature , and the results are summarized in Table 1. It was found that the catalyst structures have remarkable eﬀects on the stereochemical results. Using quinine - derived thiourea I , product 3a was obtained with high enantioselectivity ( 98 % ee ) but moderate diastereoselec- tivity ( 5 : 1 dr ) ( entry 1 ). However , the use of cinchonine- derived thiourea II provided product 3a with poor diastereo-	0
Details of the pathway used for constructing polyoxygenated forms of the title framework are shown in Scheme 1. So , the previously reported alcohol 9,9 obtained from diol 8 in four steps including ones involving Negishi cross-coupling and intramolecular Diels − Alder cycloaddition reactions,10 was into acetate 10 and its converted , by conventional means , structure conﬁrmed by single - crystal X-ray analysis.11 Com- pound 10 could be diastereoselectively cis-dihydroxylated using the Sharpless modiﬁcation of the Upjohn conditions12 and so aﬀording the diol 11 and this then converted into the corresponding p-methoxyphenylbenzylidene acetal through its reaction with p-methoxybenzaldehyde dimethylacetal ( PMBDMA ) in the presence of p-toluenesulfonic acid ( p- TsOH ). Oxidative cleavage of this acetal using 2,3-dichloro-5,6- dicyanobenzoquinone ( DDQ ) then aﬀorded the p-methoxy- benzoate ( PMBz ) 12.13 When this last compound was exposed to a mixture of lead tetraacetate ( LTA ) , molecular iodine , and CaCO3 in dichloromethane under ultrasonic irradiation at 0 − 5 ° C , then the desired intramolecular alkoxy radical - mediated cyclization reaction took place , thus generating the decahydro- 3,5a-methanoindeno[4,5-c]furan 13.14 The structure of this follows from a single - crystal X-ray analysis.11	0
Details of the pathway used for constructing polyoxygenated forms of the title framework are shown in Scheme 1. So , the previously reported alcohol 9,9 obtained from diol 8 in four steps including ones involving Negishi cross-coupling and intramolecular Diels − Alder cycloaddition reactions,10 was into acetate 10 and its converted , by conventional means , structure conﬁrmed by single - crystal X-ray analysis.11 Com- pound 10 could be diastereoselectively cis-dihydroxylated using the Sharpless modiﬁcation of the Upjohn conditions12 and so aﬀording the diol 11 and this then converted into the corresponding p-methoxyphenylbenzylidene acetal through its reaction with p-methoxybenzaldehyde dimethylacetal ( PMBDMA ) in the presence of p-toluenesulfonic acid ( p- TsOH ). Oxidative cleavage of this acetal using 2,3-dichloro-5,6- dicyanobenzoquinone ( DDQ ) then aﬀorded the p-methoxy- benzoate ( PMBz ) 12.13 When this last compound was exposed to a mixture of lead tetraacetate ( LTA ) , molecular iodine , and CaCO3 in dichloromethane under ultrasonic irradiation at 0 − 5 ° C , then the desired intramolecular alkoxy radical - mediated cyclization reaction took place , thus generating the decahydro- 3,5a-methanoindeno[4,5-c]furan 13.14 The structure of this follows from a single - crystal X-ray analysis.11	0
ABSTRACT : A mild and eﬃcient method for the synthesis of 3-diﬂuoroacetylated coumarins through visible - light - promoted aryldiﬂuoroacetylation of alkynes with ethyl bromodiﬂuor- oacetate has been developed. The reaction allows the direct formation of Csp2−CF2COOEt and C − C bonds via a proposed tandem radical cyclization process .	0
Substituent Eﬀect of Linear Imines on the Annulose- lectivity and Stereoselectivity. Subsequent studies were conducted by reacting 1 equiv of ethoxycarbonyl methane- sulfonyl chloride ( 1c ) with 2 equiv of various N - substituted imines 2.12 The results are presented in Table 2. Screening of the N-substituents ( Table 2 , entries 1 − 6 ) revealed that the imines 2b − f with sterically bulky N-allyl ( 2b ) , N-isopropyl ( 2c ) , N-benzyl ( 2d ) , N-cyclohexyl ( 2e ) , and N-tert-butyl ( 2f ) groups readily underwent exclusive [2s+2i] annulations with the sulfene derived from 1c to aﬀord the corresponding trans-β-	0
Substituent Eﬀect of Linear Imines on the Annulose- lectivity and Stereoselectivity. Subsequent studies were conducted by reacting 1 equiv of ethoxycarbonyl methane- sulfonyl chloride ( 1c ) with 2 equiv of various N - substituted imines 2.12 The results are presented in Table 2. Screening of the N-substituents ( Table 2 , entries 1 − 6 ) revealed that the imines 2b − f with sterically bulky N-allyl ( 2b ) , N-isopropyl ( 2c ) , N-benzyl ( 2d ) , N-cyclohexyl ( 2e ) , and N-tert-butyl ( 2f ) groups readily underwent exclusive [2s+2i] annulations with the sulfene derived from 1c to aﬀord the corresponding trans-β-	0
Substituent Eﬀect of Linear Imines on the Annulose- lectivity and Stereoselectivity. Subsequent studies were conducted by reacting 1 equiv of ethoxycarbonyl methane- sulfonyl chloride ( 1c ) with 2 equiv of various N - substituted imines 2.12 The results are presented in Table 2. Screening of the N-substituents ( Table 2 , entries 1 − 6 ) revealed that the imines 2b − f with sterically bulky N-allyl ( 2b ) , N-isopropyl ( 2c ) , N-benzyl ( 2d ) , N-cyclohexyl ( 2e ) , and N-tert-butyl ( 2f ) groups readily underwent exclusive [2s+2i] annulations with the sulfene derived from 1c to aﬀord the corresponding trans-β-	0
Substituent Eﬀect of Linear Imines on the Annulose- lectivity and Stereoselectivity. Subsequent studies were conducted by reacting 1 equiv of ethoxycarbonyl methane- sulfonyl chloride ( 1c ) with 2 equiv of various N - substituted imines 2.12 The results are presented in Table 2. Screening of the N-substituents ( Table 2 , entries 1 − 6 ) revealed that the imines 2b − f with sterically bulky N-allyl ( 2b ) , N-isopropyl ( 2c ) , N-benzyl ( 2d ) , N-cyclohexyl ( 2e ) , and N-tert-butyl ( 2f ) groups readily underwent exclusive [2s+2i] annulations with the sulfene derived from 1c to aﬀord the corresponding trans-β-	0
Substituent Eﬀect of Linear Imines on the Annulose- lectivity and Stereoselectivity. Subsequent studies were conducted by reacting 1 equiv of ethoxycarbonyl methane- sulfonyl chloride ( 1c ) with 2 equiv of various N - substituted imines 2.12 The results are presented in Table 2. Screening of the N-substituents ( Table 2 , entries 1 − 6 ) revealed that the imines 2b − f with sterically bulky N-allyl ( 2b ) , N-isopropyl ( 2c ) , N-benzyl ( 2d ) , N-cyclohexyl ( 2e ) , and N-tert-butyl ( 2f ) groups readily underwent exclusive [2s+2i] annulations with the sulfene derived from 1c to aﬀord the corresponding trans-β-	0
aReactions were run with 0.1 mmol of (S)-1a and 0.3 mmol 2a in 3 mL of DMSO with 0.3 mmol of K3PO4 for 36 h at 110 ° C. bTotal yields of both isomers. cdr determined by crude 1H NMR. dYields determined by crude 1H NMR. N.R. = no reaction. N.D. = not determined .	0
The requisite fragments were prepared as delineated in Scheme 2. Reaction of the known thiazole 410 with a 2-fold molar excess11 of organolithium species 58 aﬀorded 2 in 74 % yield. Proton and 13C NMR spectra revealed that the product existed as a mixture of keto- and enol tautomers , each of which gave rise to two slow - interconverting BOC rotamers at room temperature. Therefore , the NMR spectra of 2 were recorded both at rt and at 60 − 80 ° C.12 Segment 3 was obtained starting with addition of lithiated methoxymethyl vinyl ether , 7,13 to the known14 aldehyde 6. The yield of alcohol 11 thus obtained was consistently around 50 % , even when the reaction was carried	0
ruthenacycle 5. Next , a strained eight - membered intermediate 6 is obtained through the coordination and migratory insertion of alkyne 2. The key step should be the unique enol - keto tautomerization of phenolic ring in 6 to provide a dearomatized intermediate 7 , which is the less strained tautomer. Finally , a C − C bond - forming reductive elimination of the ring contracted ruthenacycle 7 delivers the spirocyclic product 3 and Ru0 , which can be reoxidized by Cu(OAc)2 to regenerate Ru(II) for the next catalytic cycle .	0
ruthenacycle 5. Next , a strained eight - membered intermediate 6 is obtained through the coordination and migratory insertion of alkyne 2. The key step should be the unique enol - keto tautomerization of phenolic ring in 6 to provide a dearomatized intermediate 7 , which is the less strained tautomer. Finally , a C − C bond - forming reductive elimination of the ring contracted ruthenacycle 7 delivers the spirocyclic product 3 and Ru0 , which can be reoxidized by Cu(OAc)2 to regenerate Ru(II) for the next catalytic cycle .	0
ruthenacycle 5. Next , a strained eight - membered intermediate 6 is obtained through the coordination and migratory insertion of alkyne 2. The key step should be the unique enol - keto tautomerization of phenolic ring in 6 to provide a dearomatized intermediate 7 , which is the less strained tautomer. Finally , a C − C bond - forming reductive elimination of the ring contracted ruthenacycle 7 delivers the spirocyclic product 3 and Ru0 , which can be reoxidized by Cu(OAc)2 to regenerate Ru(II) for the next catalytic cycle .	0
ruthenacycle 5. Next , a strained eight - membered intermediate 6 is obtained through the coordination and migratory insertion of alkyne 2. The key step should be the unique enol - keto tautomerization of phenolic ring in 6 to provide a dearomatized intermediate 7 , which is the less strained tautomer. Finally , a C − C bond - forming reductive elimination of the ring contracted ruthenacycle 7 delivers the spirocyclic product 3 and Ru0 , which can be reoxidized by Cu(OAc)2 to regenerate Ru(II) for the next catalytic cycle .	0
counteract the eﬀect of the inhibition , larger amounts of the enzyme were used , which indeed gave a higher ﬁnal ee of the product. A reaction in preparative scale gave the product with a ﬁnal ee of 86 % . The addition of an additional portion of CALB to the reaction mixture , thereby allowing the enzyme to hydrolyze the remaining minor enantiomer , gave after puriﬁcation the product (R)-9 in 69 % yield and with 98 % ee. The next step in the synthesis was the reaction of (R)-9 with the aniline derivative 13. This aniline was eﬃciently synthesized according to a slightly modiﬁed literature procedure consisting of a one - pot two - step reaction using Pd / C as a catalyst for both the Suzuki coupling between 10 and 11 and hydrogenation of the nitro group ( Scheme 7 ). 21 The substitution gave product (R)-14 in high yield and practically without any racemization. The drawback with this reaction is the need to use 3 equiv of the aniline derivative 13 ; however , most of the remaining compound was possible to recover from the chromatographic puriﬁcation. In the catalytic hydrogenation to obtain amino alcohol (R)-15 , using conditions identical to those used for the other substrates , only a slight decrease in enantiomeric excess was observed ( 97 % to 94 % ). In order to reduce the amide to an amine without reducing the ester functionality , we used a modiﬁed literature procedure employing borane dimethylsul- ﬁde complex ; 22 this transformation gave the known compound (R)-16 with an enantiomeric excess of 95 % . Final hydrolysis of the ester function to the carboxylic acid was accomplished following a literature procedure using LiOH.3 The absolute conﬁguration of 2 was conﬁrmed to be R by comparing the sign of the optical rotation with that previously reported.9,23	0
